actual,error,expected,path,requirement,sha256,stage,status
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFminus-amplitude-0.1/eval.json,Middle/GFminus-amplitude-0.1/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFminus-amplitude-0.3/receipt.json,Middle/GFminus-amplitude-0.3/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFminus-amplitude-0.3/endpoint.pt,Middle/GFminus-amplitude-0.3/endpoint-bytes,b69d254728c709a1e6501d2c86b10942e457dffc0d7643b512f9ec505930689b,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFminus-amplitude-0.3/eval.json,Middle/GFminus-amplitude-0.3/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFplus-amplitude-0.03/receipt.json,Middle/GFplus-amplitude-0.03/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFplus-amplitude-0.03/endpoint.pt,Middle/GFplus-amplitude-0.03/endpoint-bytes,1f5661f73c242446ef5c7c95804aef49a8c969737c38837b60106cd3b89b3835,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFplus-amplitude-0.03/eval.json,Middle/GFplus-amplitude-0.03/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFplus-amplitude-0.1/receipt.json,Middle/GFplus-amplitude-0.1/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFplus-amplitude-0.1/endpoint.pt,Middle/GFplus-amplitude-0.1/endpoint-bytes,d144cf43d2c5359fbee5606b5b6447508a51213e8729360f799e403dd1f6c9fb,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFplus-amplitude-0.1/eval.json,Middle/GFplus-amplitude-0.1/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFplus-amplitude-0.3/receipt.json,Middle/GFplus-amplitude-0.3/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFplus-amplitude-0.3/endpoint.pt,Middle/GFplus-amplitude-0.3/endpoint-bytes,dfc0357b316e09ca9e9021f9fdad74f2abe46390fac73cc06c3ac1917ba6d881,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/GFplus-amplitude-0.3/eval.json,Middle/GFplus-amplitude-0.3/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/LFminus-amplitude-0.03/receipt.json,Middle/LFminus-amplitude-0.03/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/LFminus-amplitude-0.03/endpoint.pt,Middle/LFminus-amplitude-0.03/endpoint-bytes,2ed900df54b98c401c5263a57b6cb60c4d1ab69e0b368c5ab7e1625e91063987,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/LFminus-amplitude-0.03/eval.json,Middle/LFminus-amplitude-0.03/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/LFminus-amplitude-0.1/receipt.json,Middle/LFminus-amplitude-0.1/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/LFminus-amplitude-0.1/endpoint.pt,Middle/LFminus-amplitude-0.1/endpoint-bytes,291b38222afa26b982f94df149cb752d6686e2d8c6089e35acf1aab390b2e50a,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/LFminus-amplitude-0.1/eval.json,Middle/LFminus-amplitude-0.1/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/LFminus-amplitude-0.3/receipt.json,Middle/LFminus-amplitude-0.3/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/LFminus-amplitude-0.3/endpoint.pt,Middle/LFminus-amplitude-0.3/endpoint-bytes,cef950952ac6af090d2035f4fb8484d2f6875b7032631f67fc71b1af54c46cdd,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/LFminus-amplitude-0.3/eval.json,Middle/LFminus-amplitude-0.3/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random1-amplitude-0.03/receipt.json,Middle/Random1-amplitude-0.03/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random1-amplitude-0.03/endpoint.pt,Middle/Random1-amplitude-0.03/endpoint-bytes,ede06838cd1bd1c27c11501091192be1636f754662f49f79a8be5c19dc41d22a,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random1-amplitude-0.03/eval.json,Middle/Random1-amplitude-0.03/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random1-amplitude-0.1/receipt.json,Middle/Random1-amplitude-0.1/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random1-amplitude-0.1/endpoint.pt,Middle/Random1-amplitude-0.1/endpoint-bytes,69bdd682991e52981b720d28f1fe66da947de4a707635f5e70b8cd3a12949812,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random1-amplitude-0.1/eval.json,Middle/Random1-amplitude-0.1/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random1-amplitude-0.3/receipt.json,Middle/Random1-amplitude-0.3/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random1-amplitude-0.3/endpoint.pt,Middle/Random1-amplitude-0.3/endpoint-bytes,db5e39957d7ae5c07998a785346d2df51d7613f1be176ac018589292557122d4,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random1-amplitude-0.3/eval.json,Middle/Random1-amplitude-0.3/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random2-amplitude-0.03/receipt.json,Middle/Random2-amplitude-0.03/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random2-amplitude-0.03/endpoint.pt,Middle/Random2-amplitude-0.03/endpoint-bytes,301808d1a6a025db9ec29bfee9afa4286503191a0ae9b8404f2bc650a0546e6e,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random2-amplitude-0.03/eval.json,Middle/Random2-amplitude-0.03/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random2-amplitude-0.1/receipt.json,Middle/Random2-amplitude-0.1/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random2-amplitude-0.1/endpoint.pt,Middle/Random2-amplitude-0.1/endpoint-bytes,177ef92fbb3d928cda4215826d44468e37bc2076b46ac66b99347cb51f2cb07e,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random2-amplitude-0.1/eval.json,Middle/Random2-amplitude-0.1/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random2-amplitude-0.3/receipt.json,Middle/Random2-amplitude-0.3/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random2-amplitude-0.3/endpoint.pt,Middle/Random2-amplitude-0.3/endpoint-bytes,01551fcb2dc9549c81941e1c962f4cac0d6ce837c42e95d22c28a52814d49dee,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/Random2-amplitude-0.3/eval.json,Middle/Random2-amplitude-0.3/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/OPminus-amplitude-0.03/receipt.json,Middle/OPminus-amplitude-0.03/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/OPminus-amplitude-0.03/endpoint.pt,Middle/OPminus-amplitude-0.03/endpoint-bytes,85d507afe3a5b33bd00262e5704bb32fa6ea36d281b44573eaaacc3bd2bbb688,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/OPminus-amplitude-0.03/eval.json,Middle/OPminus-amplitude-0.03/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/OPminus-amplitude-0.1/receipt.json,Middle/OPminus-amplitude-0.1/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/OPminus-amplitude-0.1/endpoint.pt,Middle/OPminus-amplitude-0.1/endpoint-bytes,84d79e235f986b2366c1e16e705cabfda610bbd31abaa3ae3a5c57fe7fa98e1c,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/OPminus-amplitude-0.1/eval.json,Middle/OPminus-amplitude-0.1/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/OPminus-amplitude-0.3/receipt.json,Middle/OPminus-amplitude-0.3/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/OPminus-amplitude-0.3/endpoint.pt,Middle/OPminus-amplitude-0.3/endpoint-bytes,a1433f831e5b0c45f0e8949ea4e637f86c7171a4e3f16bafa227f3e9712f85dd,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/OPminus-amplitude-0.3/eval.json,Middle/OPminus-amplitude-0.3/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/COVminus-amplitude-0.03/receipt.json,Middle/COVminus-amplitude-0.03/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/COVminus-amplitude-0.03/endpoint.pt,Middle/COVminus-amplitude-0.03/endpoint-bytes,04094d41752ab0d4b8877cca66d82ee792f6d0f2c076ec0e8df5fdbeb16ec920,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/COVminus-amplitude-0.03/eval.json,Middle/COVminus-amplitude-0.03/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/COVminus-amplitude-0.1/receipt.json,Middle/COVminus-amplitude-0.1/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/COVminus-amplitude-0.1/endpoint.pt,Middle/COVminus-amplitude-0.1/endpoint-bytes,b48a2da2277916315223be431c3bf8c5f85ef9f2db23a8da4c19d9de943c7039,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/COVminus-amplitude-0.1/eval.json,Middle/COVminus-amplitude-0.1/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/COVminus-amplitude-0.3/receipt.json,Middle/COVminus-amplitude-0.3/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/COVminus-amplitude-0.3/endpoint.pt,Middle/COVminus-amplitude-0.3/endpoint-bytes,d8aa5f97124cf7358b388ae84c4000ea784a9bdca54f2664cdd055799f0b10e3,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Middle/run-v1/COVminus-amplitude-0.3/eval.json,Middle/COVminus-amplitude-0.3/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/terminal.json,Early/B/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/direction-probes.json,Early/directions,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/directions.pt,Early/directions-bytes,db5cda380fc54c2d0f91b182387088222efa4513e25848ed5647b3b86aba3194,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/group-jacobian.json,Early/group-jacobian,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/group-jacobian.pt,Early/group-jacobian-bytes,41c83425a8a3ebe63a623672321d8f73a8d6d3e2efed5698e7f675dc8b2a9df8,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFminus-amplitude-0.03/receipt.json,Early/GFminus-amplitude-0.03/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFminus-amplitude-0.03/endpoint.pt,Early/GFminus-amplitude-0.03/endpoint-bytes,5b8da3c90c44b254b42eb109da6afede38d614bbd43f8fe950626bc294c986f4,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFminus-amplitude-0.03/eval.json,Early/GFminus-amplitude-0.03/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFminus-amplitude-0.1/receipt.json,Early/GFminus-amplitude-0.1/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFminus-amplitude-0.1/endpoint.pt,Early/GFminus-amplitude-0.1/endpoint-bytes,ea65ef12a924dac25147b8152a07f2253e52766b88de317fe8ce5eb3d4ea02ab,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFminus-amplitude-0.1/eval.json,Early/GFminus-amplitude-0.1/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFminus-amplitude-0.3/receipt.json,Early/GFminus-amplitude-0.3/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFminus-amplitude-0.3/endpoint.pt,Early/GFminus-amplitude-0.3/endpoint-bytes,d84294e30b01d2af24a60d5efe4c3c5368f05d487969664b803491b114cb6299,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFminus-amplitude-0.3/eval.json,Early/GFminus-amplitude-0.3/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFplus-amplitude-0.03/receipt.json,Early/GFplus-amplitude-0.03/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFplus-amplitude-0.03/endpoint.pt,Early/GFplus-amplitude-0.03/endpoint-bytes,679acf36cf52276a4f74f29f9112eaa1c3e11458c453a72121b86a3a935a23c3,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFplus-amplitude-0.03/eval.json,Early/GFplus-amplitude-0.03/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFplus-amplitude-0.1/receipt.json,Early/GFplus-amplitude-0.1/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFplus-amplitude-0.1/endpoint.pt,Early/GFplus-amplitude-0.1/endpoint-bytes,2b8a2181b7e393253116073d77c7d6f34d0f2424f72dd8ab301275ff1137264e,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFplus-amplitude-0.1/eval.json,Early/GFplus-amplitude-0.1/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFplus-amplitude-0.3/receipt.json,Early/GFplus-amplitude-0.3/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFplus-amplitude-0.3/endpoint.pt,Early/GFplus-amplitude-0.3/endpoint-bytes,c2d54197af8ee341fbc01dd4e4f72135d05d391ea6b54c7f6b8375c784dbc5e5,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/GFplus-amplitude-0.3/eval.json,Early/GFplus-amplitude-0.3/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/LFminus-amplitude-0.03/receipt.json,Early/LFminus-amplitude-0.03/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/LFminus-amplitude-0.03/endpoint.pt,Early/LFminus-amplitude-0.03/endpoint-bytes,e236f6735d730667e5d41e30709c4c345518fa7675b5144eb6df5afc6a830a6c,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/LFminus-amplitude-0.03/eval.json,Early/LFminus-amplitude-0.03/evaluation,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/LFminus-amplitude-0.1/receipt.json,Early/LFminus-amplitude-0.1/terminal,,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/LFminus-amplitude-0.1/endpoint.pt,Early/LFminus-amplitude-0.1/endpoint-bytes,b961a79109bd89b43c55b731ce667cc46805730deaca371e13503990f1f0275c,B,PASS
,,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-single-layer-cumulative-risk-abc-v1/local/single-layer-cumulative-risk-abc/20260910-v1/B/Early/run-v1/LFminus-amplitude-0.1/eval.json,Early/LFminus-amplitude-0.1/evaluation,,B,PASS
