cell,batch,arm,diagnostic,status,source,evidence_path,endpoint_available,endpoint_sha,source_lock,context_capsule,comparison,evidence_missing,compute_unit,new_native_fit,new_gradient,new_forward,capsule_id,technical_validation,prior_cost,forbidden
M-O0-b010-CA,10,CA,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-CA,10,CA,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-KL-P,10,KL-P,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b010-shared-native-once,False,False,False,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-KL-P,10,KL-P,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-KL-P,10,KL-P,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-S,10,EN-S,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b010-shared-native-once,False,False,False,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-S,10,EN-S,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-S,10,EN-S,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-F,10,EN-F,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b010-shared-native-once,False,False,False,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-F,10,EN-F,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-F,10,EN-F,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-COV,10,EN-COV,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b010-shared-native-once,False,False,False,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-COV,10,EN-COV,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-COV,10,EN-COV,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-F4,10,EN-F4,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b010-shared-native-once,False,False,False,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-F4,10,EN-F4,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-EN-F4,10,EN-F4,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-CA-EXACT,10,CA-EXACT,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b010-shared-native-once,False,False,False,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-CA-EXACT,10,CA-EXACT,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-CA-EXACT,10,CA-EXACT,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-RAND+,10,RAND+,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b010-shared-native-once,False,False,False,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-RAND+,10,RAND+,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-RAND+,10,RAND+,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-RAND-,10,RAND-,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b010-shared-native-once,False,False,False,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b010-RAND-,10,RAND-,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B010/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,False,True,M-O0-b010,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
